Date,Open,High,Low,Close,Adj Close,Volume
2015-06-10,40.833332,50.000000,40.000000,50.000000,50.000000,39186
2015-06-11,49.166668,55.000000,45.833332,50.000000,50.000000,42907
2015-06-12,51.666668,51.666668,43.333332,46.666668,46.666668,17222
2015-06-15,47.500000,50.000000,45.000000,49.166668,49.166668,12660
2015-06-16,49.166668,49.166668,44.166668,45.833332,45.833332,11563
2015-06-17,44.166668,48.333332,43.333332,43.333332,43.333332,14131
2015-06-18,43.333332,45.833332,43.333332,43.333332,43.333332,11003
2015-06-19,43.333332,46.666668,43.333332,46.666668,46.666668,11174
2015-06-22,46.666668,47.500000,43.333332,45.000000,45.000000,9252
2015-06-23,41.666668,43.333332,36.666668,40.833332,40.833332,23588
2015-06-24,41.666668,42.500000,40.000000,40.000000,40.000000,7091
2015-06-25,40.833332,42.500000,38.333332,40.000000,40.000000,6937
2015-06-26,40.000000,40.833332,37.500000,37.500000,37.500000,9515
2015-06-29,37.500000,38.333332,34.166668,35.833332,35.833332,9296
2015-06-30,36.666668,40.833332,35.833332,37.500000,37.500000,11060
2015-07-01,36.666668,40.000000,36.666668,37.500000,37.500000,5077
2015-07-02,37.500000,39.166668,36.666668,36.666668,36.666668,5969
2015-07-06,36.666668,38.333332,35.000000,35.833332,35.833332,6492
2015-07-07,35.833332,37.500000,34.166668,35.000000,35.000000,5948
2015-07-08,35.000000,37.500000,34.166668,36.666668,36.666668,7308
2015-07-09,37.500000,40.000000,36.666668,37.500000,37.500000,2405
2015-07-10,36.666668,39.166668,36.666668,36.666668,36.666668,5593
2015-07-13,36.666668,40.000000,36.666668,37.500000,37.500000,3406
2015-07-14,38.333332,42.500000,37.500000,40.000000,40.000000,11989
2015-07-15,38.333332,42.500000,38.333332,39.166668,39.166668,4094
2015-07-16,39.166668,40.833332,38.333332,40.000000,40.000000,2776
2015-07-17,40.833332,44.166668,38.333332,43.333332,43.333332,16144
2015-07-20,42.500000,44.166668,39.166668,39.166668,39.166668,6757
2015-07-21,39.166668,40.833332,38.333332,40.000000,40.000000,2423
2015-07-22,37.500000,40.833332,36.666668,40.000000,40.000000,4393
2015-07-23,39.166668,40.833332,37.500000,40.000000,40.000000,1756
2015-07-24,40.000000,40.000000,35.000000,36.666668,36.666668,7267
2015-07-27,35.000000,35.833332,33.333332,34.166668,34.166668,7565
2015-07-28,34.166668,35.833332,34.166668,35.000000,35.000000,3619
2015-07-29,35.000000,35.833332,34.166668,34.166668,34.166668,2866
2015-07-30,33.333332,35.833332,33.333332,33.333332,33.333332,3511
2015-07-31,34.166668,34.166668,32.500000,33.333332,33.333332,4240
2015-08-03,33.333332,33.333332,30.833332,31.666668,31.666668,2780
2015-08-04,32.500000,33.333332,31.666668,33.333332,33.333332,2018
2015-08-05,33.333332,34.166668,31.666668,32.500000,32.500000,835
2015-08-06,33.333332,34.166668,30.833332,34.166668,34.166668,2501
2015-08-07,33.333332,33.333332,31.666668,31.666668,31.666668,1438
2015-08-10,32.500000,33.333332,31.666668,32.500000,32.500000,3892
2015-08-11,31.666668,33.333332,30.000000,33.333332,33.333332,2118
2015-08-12,33.333332,34.166668,31.666668,33.333332,33.333332,3260
2015-08-13,39.166668,39.166668,31.666668,32.500000,32.500000,6594
2015-08-14,34.166668,35.833332,30.833332,32.500000,32.500000,3241
2015-08-17,34.166668,34.166668,30.833332,31.666668,31.666668,2357
2015-08-18,31.666668,34.166668,31.666668,32.500000,32.500000,2140
2015-08-19,32.500000,33.333332,30.000000,30.833332,30.833332,4096
2015-08-20,30.833332,31.666668,30.000000,30.833332,30.833332,2021
2015-08-21,30.000000,30.833332,29.166668,30.000000,30.000000,3358
2015-08-24,29.166668,30.000000,25.000000,26.666668,26.666668,11023
2015-08-25,26.666668,28.333332,26.666668,26.666668,26.666668,2628
2015-08-26,27.500000,30.000000,26.666668,27.500000,27.500000,3774
2015-08-27,29.166668,33.333332,28.333332,31.666668,31.666668,13105
2015-08-28,31.666668,34.166668,29.166668,31.666668,31.666668,5234
2015-08-31,35.000000,35.833332,32.500000,35.000000,35.000000,9508
2015-09-01,35.000000,39.166668,34.166668,37.500000,37.500000,11028
2015-09-02,37.500000,38.333332,35.833332,36.666668,36.666668,3876
2015-09-03,38.333332,39.166668,35.000000,35.000000,35.000000,3852
2015-09-04,35.000000,38.333332,33.333332,36.666668,36.666668,3694
2015-09-08,38.333332,38.333332,33.333332,37.500000,37.500000,1542
2015-09-09,37.500000,38.333332,35.000000,35.000000,35.000000,3950
2015-09-10,35.000000,37.500000,35.000000,36.666668,36.666668,2579
2015-09-11,37.500000,37.500000,35.000000,37.500000,37.500000,2398
2015-09-14,37.500000,40.000000,35.833332,39.166668,39.166668,4799
2015-09-15,40.000000,43.333332,38.333332,40.000000,40.000000,6460
2015-09-16,41.666668,42.500000,40.000000,40.000000,40.000000,5380
2015-09-17,40.833332,40.833332,36.666668,37.500000,37.500000,3803
2015-09-18,37.500000,41.666668,37.500000,41.666668,41.666668,5364
2015-09-21,41.666668,42.500000,38.333332,40.833332,40.833332,4229
2015-09-22,40.833332,40.833332,39.166668,39.166668,39.166668,2842
2015-09-23,39.166668,41.666668,37.500000,40.000000,40.000000,5555
2015-09-24,39.166668,41.666668,38.333332,40.000000,40.000000,3680
2015-09-25,40.000000,40.833332,35.833332,38.333332,38.333332,1741
2015-09-28,35.833332,37.500000,28.333332,30.000000,30.000000,14768
2015-09-29,28.541668,28.750000,24.270832,25.312500,25.312500,17597
2015-09-30,25.520832,44.166668,25.520832,32.604168,32.604168,143376
2015-10-01,31.250000,34.791668,28.645832,31.250000,31.250000,13603
2015-10-02,31.458332,31.458332,28.958332,31.354168,31.354168,9216
2015-10-05,31.458332,31.979168,29.687500,31.875000,31.875000,9600
2015-10-06,36.041668,38.437500,33.333332,34.895832,34.895832,14246
2015-10-07,35.416668,35.833332,32.291668,33.125000,33.125000,6682
2015-10-08,33.437500,34.375000,32.708332,34.166668,34.166668,3206
2015-10-09,34.166668,34.583332,33.020832,33.333332,33.333332,2438
