Date,Open,High,Low,Close,Adj Close,Volume
2022-05-11,1.030000,1.030000,1.030000,1.030000,1.002281,400
2022-05-12,1.130000,1.150000,1.130000,1.150000,1.119052,900
2022-05-13,1.150000,1.150000,1.150000,1.150000,1.119052,0
2022-05-16,1.150000,1.150000,1.120000,1.120000,1.089859,600
2022-05-17,1.120000,1.120000,1.120000,1.120000,1.089859,0
2022-05-18,1.120000,1.120000,1.120000,1.120000,1.089859,0
2022-05-19,1.120000,1.120000,1.120000,1.120000,1.089859,0
2022-05-20,1.120000,1.120000,1.120000,1.120000,1.089859,0
2022-05-24,1.120000,1.120000,1.120000,1.120000,1.089859,0
2022-05-25,1.120000,1.120000,1.120000,1.120000,1.089859,200
2022-05-26,1.120000,1.120000,1.120000,1.120000,1.089859,0
2022-05-27,1.120000,1.120000,1.120000,1.120000,1.089859,0
2022-05-30,1.130000,1.130000,1.130000,1.130000,1.099590,900
2022-05-31,1.060000,1.060000,1.060000,1.060000,1.031474,1000
2022-06-01,1.120000,1.120000,1.100000,1.100000,1.070397,1600
2022-06-02,1.050000,1.050000,1.050000,1.050000,1.021743,1800
2022-06-03,1.080000,1.100000,1.080000,1.100000,1.070397,7700
2022-06-06,1.100000,1.100000,1.060000,1.060000,1.031474,5200
2022-06-07,1.060000,1.060000,1.060000,1.060000,1.031474,0
2022-06-08,1.060000,1.060000,1.060000,1.060000,1.031474,0
2022-06-09,1.060000,1.060000,1.060000,1.060000,1.031474,0
2022-06-10,1.060000,1.060000,1.060000,1.060000,1.031474,0
2022-06-13,1.040000,1.040000,1.010000,1.010000,0.982819,4100
2022-06-14,1.000000,1.000000,0.980000,0.980000,0.953627,11500
2022-06-15,0.910000,0.910000,0.900000,0.900000,0.875780,11000
2022-06-16,0.900000,0.900000,0.900000,0.900000,0.875780,0
2022-06-17,0.990000,0.990000,0.990000,0.990000,0.963358,500
2022-06-20,0.990000,0.990000,0.990000,0.990000,0.963358,0
2022-06-21,0.930000,0.930000,0.930000,0.930000,0.904972,500
2022-06-22,0.930000,0.930000,0.930000,0.930000,0.904972,400
2022-06-23,0.950000,0.950000,0.950000,0.950000,0.924434,800
2022-06-24,0.950000,0.950000,0.930000,0.930000,0.904972,1600
2022-06-27,0.920000,0.940000,0.920000,0.940000,0.914703,5200
2022-06-28,0.940000,0.940000,0.940000,0.940000,0.914703,0
2022-06-29,0.910000,0.910000,0.910000,0.910000,0.897929,500
2022-06-30,0.910000,0.910000,0.910000,0.910000,0.897929,0
2022-07-04,0.920000,0.920000,0.920000,0.920000,0.907796,700
2022-07-05,0.910000,0.910000,0.910000,0.910000,0.897929,12600
2022-07-06,0.910000,0.910000,0.910000,0.910000,0.897929,0
2022-07-07,0.910000,0.910000,0.910000,0.910000,0.897929,0
2022-07-08,0.940000,0.940000,0.940000,0.940000,0.927531,1000
2022-07-11,0.910000,0.910000,0.910000,0.910000,0.897929,2000
2022-07-12,0.900000,0.900000,0.900000,0.900000,0.888061,500
2022-07-13,0.900000,0.900000,0.900000,0.900000,0.888061,0
2022-07-14,0.910000,0.910000,0.880000,0.880000,0.868327,16700
2022-07-15,0.880000,0.900000,0.880000,0.900000,0.888061,1800
2022-07-18,0.900000,0.900000,0.900000,0.900000,0.888061,0
2022-07-19,0.880000,0.880000,0.880000,0.880000,0.868327,1500
2022-07-20,0.880000,0.880000,0.880000,0.880000,0.868327,0
2022-07-21,0.880000,0.880000,0.880000,0.880000,0.868327,1100
2022-07-22,0.880000,0.900000,0.880000,0.900000,0.888061,10000
2022-07-25,0.900000,0.900000,0.900000,0.900000,0.888061,6400
2022-07-26,0.900000,0.900000,0.900000,0.900000,0.888061,500
2022-07-27,0.900000,0.900000,0.900000,0.900000,0.888061,1000
2022-07-28,0.900000,0.900000,0.900000,0.900000,0.888061,1000
2022-07-29,0.900000,0.900000,0.900000,0.900000,0.888061,2200
2022-08-02,0.900000,0.900000,0.900000,0.900000,0.888061,11500
2022-08-03,0.900000,0.910000,0.900000,0.910000,0.897929,8800
2022-08-04,0.920000,0.920000,0.920000,0.920000,0.907796,1000
2022-08-05,0.920000,0.920000,0.920000,0.920000,0.907796,0
2022-08-08,0.890000,0.890000,0.890000,0.890000,0.878194,2500
2022-08-09,0.890000,0.890000,0.890000,0.890000,0.878194,0
2022-08-10,0.930000,0.940000,0.930000,0.940000,0.927531,1000
2022-08-11,0.940000,0.940000,0.940000,0.940000,0.927531,0
2022-08-12,0.940000,0.940000,0.940000,0.940000,0.927531,0
2022-08-15,0.900000,0.900000,0.900000,0.900000,0.888061,5600
2022-08-16,0.900000,0.900000,0.900000,0.900000,0.888061,0
2022-08-17,0.900000,0.940000,0.900000,0.940000,0.927531,8000
2022-08-18,0.940000,0.940000,0.940000,0.940000,0.927531,0
2022-08-19,0.900000,0.900000,0.900000,0.900000,0.888061,5300
2022-08-22,0.950000,0.950000,0.900000,0.900000,0.888061,9400
2022-08-23,0.900000,0.900000,0.900000,0.900000,0.888061,400
2022-08-24,0.920000,0.920000,0.900000,0.900000,0.888061,7000
2022-08-25,0.900000,0.900000,0.900000,0.900000,0.888061,0
2022-08-26,0.900000,0.900000,0.900000,0.900000,0.888061,0
2022-08-29,0.900000,0.900000,0.900000,0.900000,0.888061,0
2022-08-30,0.900000,0.900000,0.900000,0.900000,0.888061,0
2022-08-31,0.900000,0.900000,0.900000,0.900000,0.888061,400
2022-09-01,0.900000,0.900000,0.900000,0.900000,0.888061,0
2022-09-02,0.890000,0.890000,0.890000,0.890000,0.878194,1500
2022-09-06,0.910000,0.910000,0.910000,0.910000,0.897929,7600
2022-09-07,0.910000,0.910000,0.910000,0.910000,0.897929,0
2022-09-08,0.910000,0.910000,0.910000,0.910000,0.897929,900
2022-09-09,0.910000,0.910000,0.910000,0.910000,0.897929,2000
2022-09-12,0.910000,0.910000,0.910000,0.910000,0.897929,0
2022-09-13,0.910000,0.910000,0.910000,0.910000,0.897929,0
2022-09-14,0.910000,0.910000,0.910000,0.910000,0.897929,0
2022-09-15,0.910000,0.910000,0.910000,0.910000,0.897929,0
2022-09-16,0.910000,0.910000,0.910000,0.910000,0.897929,0
2022-09-19,0.910000,0.910000,0.900000,0.900000,0.888061,1000
2022-09-20,0.900000,0.900000,0.900000,0.900000,0.888061,0
2022-09-21,0.900000,0.900000,0.900000,0.900000,0.888061,300
2022-09-22,0.900000,0.900000,0.900000,0.900000,0.888061,3000
2022-09-23,0.900000,0.900000,0.900000,0.900000,0.888061,0
2022-09-26,0.900000,0.980000,0.900000,0.980000,0.967000,2600
2022-09-27,0.980000,0.980000,0.980000,0.980000,0.967000,0
2022-09-28,0.980000,0.980000,0.980000,0.980000,0.980000,700
2022-09-29,0.990000,0.990000,0.980000,0.980000,0.980000,8000
2022-09-30,0.980000,0.980000,0.980000,0.980000,0.980000,1000
2022-10-03,1.000000,1.000000,0.920000,0.920000,0.920000,7300
2022-10-04,0.920000,0.920000,0.920000,0.920000,0.920000,0
2022-10-05,0.920000,0.920000,0.920000,0.920000,0.920000,0
2022-10-06,0.920000,0.920000,0.920000,0.920000,0.920000,0
2022-10-07,0.920000,0.920000,0.920000,0.920000,0.920000,0
2022-10-11,0.900000,0.900000,0.880000,0.880000,0.880000,5400
2022-10-12,0.880000,0.880000,0.880000,0.880000,0.880000,0
2022-10-13,0.880000,0.880000,0.880000,0.880000,0.880000,0
2022-10-14,0.880000,0.880000,0.880000,0.880000,0.880000,0
2022-10-17,0.990000,0.990000,0.990000,0.990000,0.990000,1400
2022-10-18,0.990000,0.990000,0.990000,0.990000,0.990000,0
2022-10-19,0.990000,0.990000,0.990000,0.990000,0.990000,0
2022-10-20,0.990000,0.990000,0.990000,0.990000,0.990000,0
2022-10-21,0.890000,0.980000,0.890000,0.980000,0.980000,8300
2022-10-24,0.980000,0.980000,0.980000,0.980000,0.980000,0
2022-10-25,0.980000,0.980000,0.980000,0.980000,0.980000,0
2022-10-26,0.980000,0.980000,0.980000,0.980000,0.980000,0
2022-10-27,0.980000,0.980000,0.980000,0.980000,0.980000,0
2022-10-28,0.950000,0.950000,0.950000,0.950000,0.950000,1400
2022-10-31,0.950000,0.950000,0.950000,0.950000,0.950000,1000
2022-11-01,0.950000,0.950000,0.950000,0.950000,0.950000,0
2022-11-02,0.950000,0.950000,0.950000,0.950000,0.950000,0
2022-11-03,0.950000,0.950000,0.950000,0.950000,0.950000,0
2022-11-04,0.950000,0.950000,0.950000,0.950000,0.950000,1000
2022-11-07,0.950000,0.950000,0.880000,0.880000,0.880000,16300
2022-11-08,0.880000,0.880000,0.880000,0.880000,0.880000,0
2022-11-09,0.880000,0.880000,0.880000,0.880000,0.880000,0
2022-11-10,0.880000,0.880000,0.880000,0.880000,0.880000,0
2022-11-11,0.950000,0.950000,0.950000,0.950000,0.950000,500
2022-11-14,0.950000,0.950000,0.950000,0.950000,0.950000,100
2022-11-15,0.950000,0.950000,0.950000,0.950000,0.950000,100
2022-11-16,0.950000,0.950000,0.950000,0.950000,0.950000,0
2022-11-17,0.940000,0.940000,0.940000,0.940000,0.940000,500
2022-11-18,0.940000,0.940000,0.940000,0.940000,0.940000,0
2022-11-21,0.940000,0.940000,0.940000,0.940000,0.940000,200
2022-11-22,0.940000,0.940000,0.940000,0.940000,0.940000,0
2022-11-23,0.940000,0.940000,0.940000,0.940000,0.940000,0
2022-11-24,0.940000,0.940000,0.940000,0.940000,0.940000,0
2022-11-25,0.940000,0.940000,0.940000,0.940000,0.940000,0
2022-11-28,0.940000,0.940000,0.940000,0.940000,0.940000,0
2022-11-29,0.940000,0.940000,0.940000,0.940000,0.940000,0
2022-11-30,0.940000,0.940000,0.940000,0.940000,0.940000,0
2022-12-01,0.910000,0.910000,0.900000,0.900000,0.900000,13300
2022-12-02,0.900000,0.900000,0.900000,0.900000,0.900000,0
2022-12-05,0.940000,0.940000,0.940000,0.940000,0.940000,15000
2022-12-06,0.870000,0.870000,0.870000,0.870000,0.870000,1700
2022-12-07,0.870000,0.870000,0.870000,0.870000,0.870000,0
2022-12-08,0.880000,0.880000,0.880000,0.880000,0.880000,8300
2022-12-09,0.900000,0.900000,0.900000,0.900000,0.900000,2800
2022-12-12,0.900000,0.900000,0.900000,0.900000,0.900000,0
2022-12-13,0.890000,0.890000,0.890000,0.890000,0.890000,1500
2022-12-14,0.890000,0.890000,0.890000,0.890000,0.890000,0
2022-12-15,0.820000,0.830000,0.810000,0.810000,0.810000,9500
