Date,Open,High,Low,Close,Adj Close,Volume
2016-11-17,14.192148,14.635565,14.172503,14.537339,14.188025,5726123
2016-11-18,14.531726,14.688887,14.509275,14.590662,14.240067,4201058
2016-11-21,14.565404,14.792725,14.565404,14.716951,14.363320,3149190
2016-11-22,14.761854,14.832015,14.467178,14.618726,14.267456,2856648
2016-11-23,14.537339,14.688887,14.419469,14.464372,14.116811,2990982
2016-11-25,14.427888,14.711338,14.411050,14.646790,14.294845,905062
2016-11-28,14.593468,14.705726,14.537339,14.632758,14.281151,2637865
2016-11-29,14.599081,15.008821,14.599081,14.949885,14.590658,4771176
2016-11-30,15.028466,15.070562,14.924628,15.031272,14.670090,5082603
2016-12-01,15.028466,15.056530,14.385792,14.559791,14.209937,8015860
2016-12-02,14.506469,14.871305,14.318437,14.803951,14.448231,4767969
2016-12-05,14.823596,14.994788,14.742209,14.890950,14.533138,6389955
2016-12-06,14.823596,15.014434,14.792725,14.977950,14.618049,5912124
2016-12-07,14.935853,15.199658,14.837628,15.126691,14.763215,9804606
2016-12-08,15.090207,15.407335,14.958305,15.132304,14.768693,8274908
2016-12-09,15.109852,15.295077,15.036885,15.146336,14.782388,5978401
2016-12-12,15.154755,15.219303,14.896563,15.126691,14.763215,5849055
2016-12-13,15.112659,15.295077,15.067756,15.090207,14.727608,4376369
2016-12-14,15.059336,15.283851,15.022853,15.213690,14.848124,6546737
2016-12-15,15.295077,15.996686,15.258593,15.929332,15.546569,12845829
2016-12-16,15.895654,15.951783,15.651495,15.839526,15.458922,21293198
2016-12-19,15.758139,15.915300,15.668333,15.825494,15.445227,4347863
2016-12-20,15.881622,16.064041,15.856364,16.010717,15.625999,5251500
2016-12-21,15.937751,16.179106,15.845139,16.078074,15.691736,3799124
2016-12-22,16.010717,16.010717,15.567301,15.671140,15.294581,5606755
2016-12-23,15.592559,15.772171,15.575721,15.741300,15.363055,2123334
2016-12-27,15.741300,15.839526,15.690785,15.730075,15.352100,3583905
2016-12-28,15.727268,15.774978,15.455044,15.530818,15.157632,4705612
2016-12-29,15.455044,15.598172,15.334367,15.508366,15.135718,2970315
2016-12-30,15.491528,15.519592,15.365238,15.426980,15.056289,2866981
2017-01-03,15.457850,15.508366,15.194045,15.314722,14.946728,5804515
2017-01-04,15.356819,15.553269,15.356819,15.435399,15.064506,7486007
2017-01-05,15.379270,15.595366,15.379270,15.511173,15.138459,2956062
2017-01-06,15.586946,15.985460,15.536431,15.937751,15.554786,4745520
2017-01-09,15.833913,15.895654,15.617817,15.853558,15.472615,5008487
2017-01-10,15.828300,16.184717,15.808655,15.993880,15.609566,5933148
2017-01-11,16.061234,16.179106,16.005104,16.159458,15.771166,3199788
2017-01-12,16.052814,16.209974,15.934945,16.176298,15.787602,3034453
2017-01-13,16.139814,16.353104,16.137009,16.325039,15.932768,5908561
2017-01-17,16.302588,16.552361,16.181911,16.260490,15.869770,4932234
2017-01-18,16.224007,16.445717,16.176298,16.437298,16.042332,2487496
2017-01-19,16.381168,16.667423,16.302588,16.504650,16.108065,4574485
2017-01-20,16.499039,16.689877,16.490620,16.630941,16.231321,3960183
2017-01-23,16.569199,16.625328,16.176298,16.355909,15.962897,3911010
2017-01-24,16.445717,16.816166,16.383974,16.774069,16.371008,7179925
2017-01-25,16.838617,16.931229,16.709520,16.855455,16.450439,5854400
2017-01-26,16.905972,16.905972,16.698296,16.729166,16.327185,5667330
2017-01-27,17.251163,17.680548,17.175388,17.554258,17.132450,10710024
2017-01-30,17.427969,17.557064,17.307293,17.523388,17.102322,5309581
2017-01-31,17.427969,17.680548,17.371840,17.677740,17.252964,4879854
2017-02-01,17.630032,17.764742,17.456034,17.708612,17.283094,5165626
2017-02-02,17.621613,17.989256,17.551453,17.949966,17.518652,3918137
2017-02-03,17.834902,18.140802,17.834902,18.059418,17.625471,2343542
2017-02-06,17.969610,18.219383,17.961191,18.137997,17.702162,5024522
2017-02-07,18.202545,18.281124,18.087481,18.202545,17.765160,3279248
2017-02-08,18.168867,18.269899,18.101513,18.196932,17.759682,4484691
2017-02-09,18.208158,18.460737,18.132383,18.241835,17.803505,3731423
2017-02-10,18.295156,18.373737,18.137997,18.166061,17.729551,3691158
2017-02-13,18.202545,18.415834,18.180094,18.194126,17.756945,4565221
2017-02-14,18.171675,18.323221,18.121159,18.199739,17.762421,3974436
2017-02-15,18.180094,18.328835,18.152029,18.275513,17.836374,2360289
2017-02-16,18.297964,18.460737,18.157642,18.275513,17.836374,4624370
2017-02-17,18.244642,18.317610,18.121159,18.126772,17.691208,4980694
2017-02-21,18.115545,18.323221,18.115545,18.269899,17.830896,3629514
2017-02-22,18.199739,18.317610,18.143610,18.177286,17.740509,3822285
2017-02-23,18.210964,18.241835,17.933126,17.994869,17.562473,3651963
2017-02-24,17.876999,18.050997,17.820869,18.028545,17.595343,3058683
2017-02-27,17.955580,18.011707,17.891031,17.972418,17.540564,6360736
2017-02-28,17.860161,17.949966,17.764742,17.818064,17.389917,4299403
2017-03-01,17.818064,18.098707,17.812450,17.983643,17.551517,4997441
2017-03-02,17.905064,18.098707,17.792805,17.812450,17.384438,2517784
2017-03-03,17.725451,17.804031,17.610388,17.804031,17.376223,3103580
2017-03-06,17.717031,17.773161,17.528999,17.599161,17.176275,4740888
2017-03-07,17.599161,17.809645,17.590742,17.694580,17.269402,3097523
2017-03-08,17.719837,17.949966,17.697386,17.826483,17.398134,4431955
2017-03-09,17.770353,17.806837,17.593548,17.717031,17.291313,3310961
2017-03-10,17.792805,17.913483,17.655291,17.815256,17.387177,2885154
2017-03-13,17.764742,17.916288,17.717031,17.820869,17.392656,5339512
2017-03-14,17.823675,17.862967,17.635645,17.818064,17.389917,3095029
2017-03-15,17.837708,17.992062,17.761934,17.885418,17.455654,3156316
2017-03-16,17.905064,18.025740,17.781580,17.961191,17.529606,4127299
2017-03-17,18.053804,18.171675,17.955580,18.014515,17.581648,3320225
2017-03-20,17.978029,18.039772,17.865772,17.980837,17.548779,2417657
2017-03-21,18.031351,18.070642,17.467258,17.523388,17.102322,4250943
2017-03-22,17.528999,17.736677,17.495323,17.674934,17.250229,2596888
2017-03-23,17.672129,17.862967,17.548645,17.702999,17.277618,2846671
2017-03-24,17.804031,17.989256,17.655291,17.784386,17.357048,2713049
2017-03-27,17.615999,17.868580,17.492517,17.784386,17.357048,2968534
2017-03-28,17.739483,17.992062,17.739483,17.840515,17.411829,5148166
2017-03-29,17.809645,17.963999,17.756323,17.933126,17.502214,4949338
2017-03-30,17.933126,18.320415,17.876999,17.958385,17.526867,9212396
2017-03-31,17.949966,18.073448,17.885418,17.983643,17.551517,6281632
2017-04-03,17.958385,18.219383,17.832094,17.919094,17.488520,6089574
2017-04-04,17.888224,18.129578,17.874191,18.011707,17.578909,5680158
2017-04-05,18.084675,18.222191,17.916288,17.966805,17.535086,7759307
2017-04-06,17.994869,18.098707,17.919094,18.017321,17.584385,6751980
2017-04-07,18.050997,18.230610,18.017321,18.205351,17.767899,5746434
2017-04-10,18.208158,18.314802,18.143610,18.216578,17.778856,7153200
2017-04-11,18.222191,18.297964,18.056610,18.272705,17.833633,5299604
2017-04-12,18.132383,18.219383,17.882610,17.933126,17.502214,4598359
2017-04-13,17.913483,18.093094,17.879805,17.938740,17.507692,3780952
2017-04-17,17.949966,18.056610,17.949966,18.031351,17.598082,2295082
2017-04-18,17.966805,18.143610,17.893837,18.070642,17.636427,2970672
2017-04-19,18.157642,18.157642,18.076256,18.109934,17.674774,2495336
2017-04-20,18.118353,18.250254,17.997675,18.213772,17.776117,3361915
2017-04-21,18.250254,18.250254,18.022932,18.079062,17.644644,5961653
2017-04-24,18.241835,18.589832,18.219383,18.572994,18.126707,8070021
2017-04-25,18.704897,18.789089,18.595446,18.620705,18.173271,7657755
2017-04-26,18.620705,18.954670,18.620705,18.819962,18.367741,5431444
2017-04-27,18.943443,18.968702,18.819962,18.923800,18.469084,3114270
2017-04-28,18.932219,19.013605,18.699284,18.833994,18.381435,3107144
2017-05-01,18.926605,19.002378,18.814348,18.963089,18.507429,6160839
2017-05-02,18.963089,19.027637,18.716124,18.783478,18.332132,4057459
2017-05-03,18.755413,18.755413,18.522478,18.570189,18.123968,3095741
2017-05-04,18.572994,18.671221,18.488800,18.612286,18.165054,3128167
2017-05-05,18.617899,18.909767,18.598251,18.884508,18.430737,5035924
2017-05-08,18.912573,19.080959,18.819962,18.979927,18.523861,7401202
2017-05-09,18.971508,19.153927,18.817156,18.870478,18.417044,4447990
2017-05-10,18.845219,18.920994,18.682446,18.797508,18.345827,3982987
2017-05-11,18.659994,18.696478,18.494413,18.550543,18.104795,4992096
2017-05-12,18.550543,18.629124,18.227802,18.227802,17.789812,21295692
2017-05-15,18.250254,18.679640,18.202545,18.595446,18.148619,5009200
2017-05-16,18.637543,18.791897,18.629124,18.674026,18.225313,4190368
2017-05-17,18.452318,18.561769,18.202545,18.210964,17.773376,4093804
2017-05-18,18.109934,18.199739,17.949966,18.146416,17.710379,5006706
2017-05-19,18.188513,18.424253,18.182899,18.219383,17.781593,2515646
2017-05-22,18.359705,18.943443,18.317610,18.909767,18.455389,8428127
2017-05-23,19.044476,19.078154,18.803122,18.909767,18.455389,5048039
2017-05-24,18.968702,19.117443,18.906960,19.103411,18.644379,4219943
2017-05-25,19.162346,19.386862,19.134281,19.268991,18.805983,6005125
